,word,translation
3332,attacked,
3333,rundown,n
3334,condemned,adj
3335,exact,adj
3336,spot,n
3337,timeline,
3338,matters,
3339,humanity,n
3340,survived,
3341,successful,adj
3342,quiet,adj
3343,interchangeable,/n
3344,foliage,n
3345,thrown,vbl
3346,vehicles,
3347,shambling,
3348,makeshift,n
3349,fortifications,
3350,decay,vi
3351,random,n
3352,suitably,adv
3353,isolated,adj
3354,tense,adj
3355,retreating,
3356,constantly,adv
3357,protected,
3358,established,adj
3359,breached,
3360,desolation,n
3361,prevalent,adj
3362,poles,
3363,topic,n
3364,overrun,n
3365,fog,n
3366,bleakness,
3367,objectifying,
3368,safehouse,
3369,waiting,n
3370,inevitable,adj
3371,hordes,
3372,discover,vt
3373,smoke,n
3374,explosions,
3375,effectively,adv
3376,fortification,n
3377,finding,n
3378,fortifying,
3379,wile,n
3380,sheltering,
3381,carnage,n
3382,thrilling,adj
3383,low,n
3384,empty,adj
3385,gloomiest,
3386,scenes,
3387,shelters,
3388,horde,n
3389,breakthrough,n
3390,fence,n
3391,settingd,
3392,cc,Carbon
3393,wholeb,
3394,connect,v
3395,invasion,n
3396,period,n
3397,peaceful,adj
3398,illustrating,
3399,outbreak,n
3400,consumer,n
3401,generate,vt
3402,clustered,
3403,quiettoo,
3404,hauntingly,
3405,scavenging,
3406,burnt,vbl
3407,trashed,
3408,tore,vbl
3409,television,n
3410,programs,
3411,happens,
3412,surroundings,n
3413,gate,n
3414,trucks,
3415,betat,
3416,youve,
3417,taxi,n
3418,lay,vt
3419,robably,
3420,becuase,
3421,guts,v
3422,choce,
3423,washed,adj
3424,firearms,n
3425,trip,n
3426,build,v
3427,front,n
3428,saftley,
3429,chasingand,
3430,years,
3431,warm,adj
3432,uprising,n
3433,street,n
3434,dullards,
3435,giants,
3436,suspended,
3437,belief,n
3438,spent,adj
3439,nonzombies,
3440,straightaway,n
3441,strongholds,
3442,streams,
3443,towerdefense,
3444,preferably,adv
3445,fortificationsa,
3446,impossible,adj
3447,moss,n
3448,call,n
3449,duty,n
3450,compare,v
3451,uncanny,adj
3452,stronghold,n
3453,movies,n
3454,pile,n
3455,piles,n
3456,route,n
3457,cornered,adj
3458,mist,n
3459,illustrate,vt
3460,smokiness,
3461,establish,vt
3462,rudimentary,adj
3463,defenses,
3464,shore,n
3465,traveling,v
3466,ambushed,
3467,previous,adj
3468,mow,n
3469,leverage,n
3470,pristine,adj
3471,compelling,adj
3472,hopeless,adj
3473,todays,
3474,outset,n
3475,juxtaposition,n
3476,disrepair,n
3477,holdout,n
3478,forward,adj
3479,funnel,n
3480,cwith,
3481,fled,vbl
3482,midst,n
3483,disaster,n
3484,urgency,n
3485,urgent,adj
3486,sell,v
3487,overran,vbl
3488,approaching,
3489,objectsstructures,
3490,streets,
3491,overgrown,adj
3492,broken,adj
3493,damaged,adj
3494,obsolete,adj
3495,destructive,adj
3496,dame,n
3497,considering,vbl
3498,operational,adj
3499,thick,adj
3500,evokes,
3501,casualties,äººå_ä¼¤äº¡
3502,desperately,adv
3503,scarier,
3504,grungy,adj
3505,phenomenal,adj
3506,gates,
3507,turret,n
3508,cozy,adj
3509,rush,n
3510,shots,
3511,shoe,n
3512,hoards,
3513,zombielike,
3514,fencing,n
3515,secluded,adj
3516,hence,adv
3517,solo,n
3518,agree,vi
3519,parking,n
3520,bus,n
3521,yellow,n
3522,car,n
3523,infested,
3524,dedicated,adj
3525,barricaded,
3526,vividly,adv
3527,whenever,conj
3528,apocalypses,
3529,supermarket,n
3530,food,n
3531,supplies,
3532,gathered,
3533,strategically,adv
3534,playful,adj
3535,headquarters,n
3536,compound,n
3537,dramatized,
3538,adjusting,
3539,deteriorated,
3540,decade,n
3541,towers,
3542,snipers,
3543,dismal,adj
3544,livedin,
3545,desperate,adj
3546,brink,n
3547,gore,n
3548,occur,vi
3549,destroyed,
3550,rioting,
3551,gamelike,
3552,volume,n
3553,structureenvironment,
3554,decaying,
3555,dilapidated,adj
3556,destructed,
3557,differentiate,v
3558,existence,n
3559,smoky,adj
3560,precise,adj
3561,splatters,
3562,distance,n
3563,questionable,adj
3564,disorganized,adj
3565,incredibly,adv
3566,traumatic,adj
3567,apocalyptical,adj
3568,thenilluatration,
3569,screenshots,
3570,bleak,adj
3571,fires,
3572,gunfights,
3573,response,n
3574,smoking,n
3575,storming,
3576,whos,
3577,cement,n
3578,despair,n
3579,translate,vt
3580,smokefog,
3581,barriers,
3582,safe,n
3583,stuck,vbl
3584,tv,n
3585,ambigious,
3586,tragic,adj
3587,disastrous,adj
3588,unsafe,adj
3589,unwelcoming,
3590,systematic,adj
3591,missing,adj
3592,struggled,
3593,directions,
3594,foggiest,
3595,greyness,
3596,cloudy,adj
3597,apocolytic,
3598,ala,n
3599,mcdonalds,
3600,swarming,
3601,forefront,n
3602,refular,
3603,suburb,n
3604,brightly,adv
3605,organized,adj
3606,act,n
3607,rationally,adv
3608,collected,adj
3609,eeriness,n
3610,obscures,
3611,realisticgood,
3612,obscured,
3613,eg,
3614,sparseness,n
3615,unnecessary,adj
3616,dense,adj
3617,partially,adv
3618,clearing,n
3619,gathering,n
3620,village,n
3621,groups,
3622,bandages,
3623,guards,
3624,spookiness,
3625,organ,n
3626,music,n
3627,burning,adj
3628,dramas,
3629,conflict,n
3630,everyday,adj
3631,suddenly,adv
3632,deteriorate,v
3633,rapidly,adv
3634,wideopen,
3635,urban,adj
3636,spaces,
3637,grounds,
3638,contest,n
3639,sufficiently,adv
3640,capture,n
3641,somber,adj
3642,devastation,n
3643,aura,n
3644,roofs,
3645,fixing,n
3646,remote,adj
3647,driving,n
3648,sorts,
3649,mankind,n
3650,longer,adj
3651,hideout,n
3652,country,n
3653,imagined,
3654,queuing,
3655,fortified,adj
3656,proximity,n
3657,strongholdc,
3658,backd,
3659,controlledcnot,
3660,imminent,adj
3661,descending,n
3662,upset,vt
3663,applecart,n
3664,camp,n
3665,prelude,n
3666,opener,n
3667,suspenseful,adj
3668,shot,n
3669,deserted,adj
3670,mounding,
3671,eeking,
3672,locking,
3673,beginning,n
3674,seeking,
3675,imageoption,
3676,takeover,
3677,flash,n
3678,battling,
3679,encroachment,n
3680,busyness,n
3681,keeps,
3682,void,n
3683,plentiful,adj
3684,imagines,
3685,populous,adj
3686,lives,n
3687,desparate,
3688,il,
3689,lok,
3690,secondly,adv
3691,needed,
3692,tatty,adj
3693,decrepit,adj
3694,paint,n
3695,upsetting,adj
3696,protection,n
3697,capturing,
3698,imaginezombies,
3699,fort,n
3700,affair,n
3701,central,adj
3702,defensable,
3703,imo,In
3704,wasteland,n
3705,cash,n
3706,itll,
3707,silence,n
3708,dramatically,adv
3709,encroached,
3710,retreated,
3711,struggling,adj
3712,piled,adj
3713,truest,adj
3714,react,vi
3715,pandemics,
3716,protests,
3717,worsen,v
3718,readersviewers,
3719,rising,adj
3720,property,n
3721,victims,
3722,immediate,adj
3723,shoot,n
3724,postapocalytic,
3725,saturation,n
3726,photos,
3727,houses,
3728,event,n
3729,students,
3730,prevail,vi
3731,nonthinking,
3732,eventually,adv
3733,overcome,vt
3734,occupy,vt
3735,relying,
3736,fences,
3737,bay,n
3738,convince,vt
3739,vulnerable,adj
3740,nightmare,n
3741,acruately,
3742,started,
3743,indicate,vt
3744,ongoing,adj
3745,nearby,adj
3746,select,vt
3747,springtime,n
3748,evacuate,v
3749,panicked,
3750,sheltered,
3751,states,
3752,rampant,adj
3753,loose,n
3754,envisioned,
3755,clarifying,
3756,bitterly,adv
3757,shleter,
3758,alternatives,
3759,mayhem,n
3760,reallife,
3761,band,n
3762,eating,n
3763,awesomec,
3764,ita,Independent
3765,itb,
3766,continuous,adj
3767,feed,n
3768,killed,adj
3769,stroll,n
3770,sight,n
3771,spacious,adj
3772,convoluted,adj
3773,un,pron
3774,neccessary,
3775,thank,vt
3776,trapped,
3777,settlement,n
3778,roof,n
3779,rushes,(_µå½±
3780,shambles,n
3781,attackers,
3782,cover,n
3783,shooters,
3784,opening,n
3785,unless,conj
3786,theye,
3787,civilian,n
3788,featuring,
3789,stephen,
3790,king,n
3791,establishing,
3792,pic,n
3793,representing,
3794,encampment,n
3795,technically,adv
3796,hungry,adj
3797,converging,
3798,hive,n
3799,exposing,
3800,oneself,pron
3801,openly,adv
3802,zoomed,
3803,illustrates,
3804,serenity,n
3805,impending,n
3806,evocation,n
3807,unorganized,adj
3808,optimistic,adj
3809,swarms,
3810,darkest,
3811,grittiest,
3812,realist,n
3813,satire,n
3814,twisted,
3815,borderlands,
3816,graphical,adj
3817,augment,v
3818,twistedness,
3819,mainstream,n
3820,peace,n
3821,medlee,
3822,chills,
3823,basically,adv
3824,suggestion,n
3825,wreak,vt
3826,havoc,n
3827,flora,n
3828,infrastructure,n
3829,milled,
3830,kept,vbl
3831,growing,adj
3832,fallen,adj
3833,continue,v
3834,smokier,
3835,downtrodden,adj
3836,condition,n
3837,destitute,adj
3838,panic,n
3839,idyllic,adj
3840,wandering,adj
3841,thered,
3842,zone,n
3843,fortnite,
3844,dying,adj
3845,wrecked,
3846,vines,
3847,invasions,
3848,hypothetical,adj
3849,clearlyvisible,
3850,hideaway,n
3851,noted,adj
3852,hideouts,
3853,holed,
3854,endofdays,
3855,lining,n
3856,chainlink,
3857,flesh,n
3858,unharmed,adj
3859,signs,
3860,distress,n
3861,average,n
3862,sunny,adj
3863,overcast,n
3864,jungle,n
3865,undamaged,
3866,ozark,
3867,netflix,
3868,perceived,
3869,fulfill,vt
3870,temporary,adj
3871,dwelling,n
3872,ordered,
3873,lived,adj
3874,grown,adj
3875,taxis,n
3876,edgier,
3877,frantic,adj
3878,barrier,n
3879,abandon,vt
3880,ever,adv
3881,handful,n
3882,perimeter,n
3883,hunker,vi
3884,housebuilding,
3885,woods,n
3886,buses,n
3887,optionpick,
3888,actively,adv
3889,unlikeliness,n
3890,selfsustained,
3891,accesses,
3892,aside,adv
3893,merit,n
3894,contenders,
3895,constant,n
3896,odds,n
3897,vital,adj
3898,fenced,
3899,farmhouse,n
3900,laying,n
3901,written,vbl
3902,bare,adj
3903,gated,
3904,tapers,
3905,glance,vi
3906,apoclypse,
3907,ugent,
3908,hord,
3909,ca,
3910,withstand,vt
3911,assault,n
3912,minus,adj
3913,inclusion,n
3914,cities,
3915,towns,
3916,holds,v
3917,siege,n
3918,ditch,n
3919,amounts,
3920,regrouping,
3921,clearest,
3922,pushing,adj
3923,deeper,
3924,graphically,
3925,indication,n
3926,properly,adv
3927,heard,vbl
3928,spruced,
3929,stir,n
3930,splatter,vt
3931,messy,adj
3932,tidy,n
3933,scent,n
3934,trickling,
3935,someones,
3936,bother,vt
3937,compoundbase,
3938,prevent,v
3939,struggles,
3940,optuon,
3941,vehicle,n
3942,warzone,
3943,road,n
3944,overtake,vt
3945,stopped,v
3946,wilderness,n
3947,hardcore,adj
3948,consistently,
3949,stressful,
3950,survivalmode,
3951,forgotten,vbl
3952,vanity,n
3953,deceptive,adj
3954,femininity,n
3955,trust,vt
3956,assertive,adj
3957,perceive,vt
3958,lightly,adv
3959,constructed,
3960,alike,adj
3961,clarity,n
3962,sloppily,
3963,fantasies,
3964,abnormal,adj
3965,quirky,adj
3966,quasirealistic,
3967,scenarios,
3968,hardy,adj
3969,careless,adj
3970,mile,n
3971,bada,
3972,viewed,
3973,reading,n
3974,immature,adj
3975,uncomfortable,adj
3976,imaginative,adj
3977,def,
3978,gratuitous,adj
3979,sensuality,n
3980,wars,
3981,haircuts,
3982,smiles,
3983,ambush,n
3984,rare,adj
3985,cartoonist,n
3986,fightingsurvival,
3987,mode,n
3988,confront,vt
3989,wimpy,adj
3990,grimly,adv
3991,realisticlooking,
3992,heroine,n
3993,primed,
3994,demure,adj
3995,softness,n
3996,wellequipped,
3997,functional,adj
3998,supermodel,
3999,fair,adj
4000,skill,n
4001,booky,adj
4002,seeming,adj
4003,celebrity,n
4004,chick,n
4005,imp,n
4006,riff,n
4007,mom,
4008,terminator,n
4009,hostly,adj
4010,sombies,
4011,apple,n
4012,perky,adj
4013,placement,n
4014,handy,adj
4015,alert,adj
4016,arises,v
4017,vicariously,adv
4018,dog,n
4019,tags,
4020,values,
4021,bandage,n
4022,faceoption,
4023,leg,n
4024,wrapped,adj
4025,pulled,
4026,aoption,
4027,isney,
4028,eragon,
4029,pg,
4030,emotionally,adv
4031,circumstance,n
4032,friendlier,
4033,occasionally,adv
4034,unfashionable,adj
4035,watched,
4036,episodes,
4037,shortshorts,
4038,fitted,adj
4039,sturdierlooking,
4040,lessrealistic,
4041,fictional,adj
4042,elflike,
4043,practicality,n
4044,badasses,
4045,gal,n
4046,arrive,vi
4047,apprehensive,adj
4048,encountering,
4049,instagram,
4050,influencer,
4051,patronizing,adj
4052,severity,n
4053,conversely,adv
4054,snarkiness,
4055,grittier,
4056,brave,adj
4057,anybody,pron
4058,dirtiness,n
4059,coverage,n
4060,bitten,vbl
4061,zombiesscratched,
4062,scratched,
4063,rusty,adj
4064,crap,n
4065,infection,n
4066,participating,
4067,skirtas,
4068,gamey,adj
4069,reads,
4070,writes,
4071,pa,[__
4072,fiction,n
4073,crop,n
4074,mone,
4075,seriousminded,
4076,forth,adv
4077,eager,adj
4078,equippedb,
4079,born,adj
4080,pathogenszombies,
4081,aestheticc,
4082,survivalist,n
4083,pics,Platform
4084,cleaned,
4085,frolic,n
4086,resilient,adj
4087,state,n
4088,harm,vt
4089,lurking,(_°ç__·ç_
4090,demolish,vt
4091,ask,vi
4092,questions,
4093,smirk,v
4094,gits,
4095,hearted,adj
4096,lastranked,
4097,conjured,
4098,fanciful,adj
4099,laughing,adj
4100,joy,n
4101,diet,n
4102,improve,v
4103,performance,n
4104,stamina,n
4105,perform,vt
4106,restless,adj
4107,reduce,vt
4108,aforementioned,adj
4109,led,Lead____»å_____»å_è¯
4110,tested,
4111,cuter,
4112,sympathize,vi
4113,hated,
4114,plainly,adv
4115,correct,adj
4116,accuracy,n
4117,wound,n
4118,related,adj
4119,fluid,n
4120,secret,n
4121,notable,adj
4122,exceptions,
4123,plants,
4124,unnerved,
4125,leaning,n
4126,greatly,adv
4127,poly,
4128,crude,adj
4129,pointy,adj
4130,devices,
4131,round,n
4132,softer,
4133,safely,adv
4134,pocket,n
4135,digital,adj
4136,alteration,n
4137,esp,extrasensory
4138,animations,
4139,ti,[__
4140,faced,
4141,rampage,n
4142,beaten,n
4143,rent,v
4144,lara,n
4145,croft,n
4146,meets,
4147,katniss,
4148,everdeen,
4149,traumatized,
4150,chipper,adj
4151,jaunty,adj
4152,render,vt
4153,grit,n
4154,often,adv
4155,brutal,adj
4156,flippant,adj
4157,torn,vbl
4158,snow,n
4159,expectations,
4160,satirical,adj
4161,sardonic,adj
4162,intentionally,adv
4163,mocking,
4164,ugliness,n
4165,disneyesque,
4166,bioshock,
4167,sunburn,n
4168,missions,
4169,agility,n
4170,suites,
4171,trend,n
4172,upgrade,n
4173,womans,
4174,toughened,
4175,hunter,n
4176,jovial,adj
4177,sparkly,
4178,essential,adj
4179,mona,n
4180,lisa,
4181,detracts,
4182,stoic,n
4183,archetype,n
4184,defeating,
4185,fleeing,
4186,dolledup,
4187,battleworn,
4188,sportscoat,
4189,miniskirt,n
4190,incorporated,ç»_____
4191,smug,adj
4192,staving,
4193,charectr,
4194,exhibits,
4195,solidly,adv
4196,stern,adj
4197,drastic,adj
4198,altogether,adv
4199,relaxed,adj
4200,tastes,
4201,pig,n
4202,tails,
4203,psychopath,n
4204,joker,n
4205,assistance,n
4206,batmen,
4207,entertainment,n
4208,lighthearted,adj
4209,films,
4210,z,
4211,adopt,vt
4212,anyhting,
4213,trench,n
4214,blackgreybrown,
4215,cutsinjuries,
4216,antibiotics,n
4217,efficient,adj
4218,buffy,
4219,vampire,n
4220,boldest,
4221,semi,
4222,recommend,vt
4223,despite,prep
4224,hopeful,adj
4225,miserable,adj
4226,recreate,v
4227,encroach,vi
4228,existencehumans,
4229,calmfearless,
4230,preparedness,n
4231,circular,adj
4232,object,n
4233,gimmicky,adj
4234,l,
4235,explained,
4236,helping,n
4237,clue,n
4238,firstly,adv
4239,worked,å¤__è¿__
4240,obtain,vt
4241,funky,adj
4242,mousy,adj
4243,oddly,adv
4244,villain,n
4245,lookes,
4246,optio,
4247,serves,
4248,symbolically,adv
4249,princessy,
4250,significance,n
4251,sympathetic,adj
4252,firs,
4253,eaten,vbl
4254,mushrooms,
4255,star,n
4256,craft,n
4257,richer,adj
4258,unsure,adj
4259,soda,n
4260,lily,n
4261,pads,
4262,builder,n
4263,realm,n
4264,upgrading,
4265,ui,User
4266,trash,n
4267,ton,n
4268,tiled,adj
4269,restricted,adj
4270,tiles,
4271,coca,n
4272,cola,n
4273,cans,
4274,bees,
4275,ants,
4276,forage,n
4277,park,n
4278,metal,n
4279,wood,n
4280,icons,
4281,directing,
4282,serene,adj
4283,plant,n
4284,coke,n
4285,prominence,n
4286,materials,___
4287,microtransactions,
4288,speed,n
4289,ubiquitous,adj
4290,ultimately,adv
4291,grind,v
4292,strategywar,
4293,gather,n
4294,kingdom,n
4295,execution,n
4296,pond,n
4297,frogs,
4298,blatant,adj
4299,advertising,n
4300,shorline,
4301,swamp,n
4302,bugs,adj
4303,murky,adj
4304,disgusting,adj
4305,garbage,n
4306,transport,n
4307,realities,
4308,satisfy,vt
4309,achievements,
4310,recognition,n
4311,smurfs,
4312,reference,n
4313,produce,n
4314,negative,n
4315,outdated,adj
4316,overseeing,
4317,pseudo,adj
4318,leaf,n
4319,raft,n
4320,salvaged,
4321,mechanics,n
4322,resource,n
4323,collectingmanaging,
4324,colony,n
4325,touches,
4326,pondswamp,
4327,extras,
4328,included,adj
4329,cup,n
4330,provided,conj
4331,smaller,
4332,board,n
4333,cluttered,
4334,fonts,
4335,confused,adj
4336,begin,v
4337,timer,n
4338,timers,
4339,skip,v
4340,citycivilization,
4341,icon,n
4342,veered,
4343,borderline,n
4344,concerned,adj
4345,licensing,
4346,landhouse,
4347,progresses,
4348,relax,vi
4349,cocacola,
4350,backyard,n
4351,honey,n
4352,shrunk,vbl
4353,shroom,
4354,homes,
4355,pay,n
4356,function,n
4357,vip,Very
4358,abysmal,adj
4359,junk,n
4360,interface,n
4361,rtts,
4362,crafting,
4363,whether,conj
4364,units,n
4365,npcs,
4366,basebuilding,
4367,beautifully,adv
4368,tilemoving,
4369,gameworldbuilding,
4370,worth,prep
4371,construction,n
4372,worker,n
4373,shovel,n
4374,swordsman,n
4375,fortreess,
4376,spec,n
4377,ops,Office
4378,charcters,
4379,ike,n
4380,medical,n
4381,unconventional,/n
4382,snipertype,
4383,perished,
4384,chalk,n
4385,covid,
4386,nurse,n
4387,katana,n
4388,burly,adj
4389,crane,n
4390,hook,n
4391,spiked,
4392,click,v
4393,heroes,
4394,kitten,n
4395,risks,
4396,accessories,n
4397,jobs,
4398,sidekick,n
4399,charachtes,
4400,tryin,
4401,interpretation,n
4402,whod,
4403,clicked,
4404,underdog,n
4405,collector,n
4406,headed,adj
4407,training,n
4408,caretaker,n
4409,modified,
4410,orange,n
4411,bites,
4412,flanked,
4413,doomsday,n
4414,evolve,v
4415,snipe,n
4416,tank,n
4417,dogs,
4418,tuff,n
4419,fireman,n
4420,poised,adj
4421,firefighter,
4422,destroyer,n
4423,chainsaw,vt
4424,skateboard,n
4425,bat,n
4426,nails,
4427,batman,n
4428,summon,v
4429,mobility,n
4430,shield,n
4431,robust,adj
4432,mindset,
4433,attitudes,
4434,eother,
4435,dos,n
4436,logger,n
4437,resourceful,adj
4438,transformed,
4439,gear,n
4440,blast,n
4441,skateboarder,
4442,skater,n
4443,unfold,vt
4444,weaknesses,
4445,fo,
4446,fashionista,
4447,thatd,
4448,harley,
4449,quinn,
4450,freestyle,n
4451,hav,
4452,efun,
4453,ky,
4454,whacky,adj
4455,rocky,adj
4456,tangle,n
4457,presumably,adv
4458,youll,
4459,vector,n
4460,looing,
4461,obviously,adv
4462,tanks,
4463,assuming,adj
4464,baseball,n
4465,facepaint,
4466,skating,n
4467,hilariously,
4468,fest,
4469,mattered,
4470,bashing,
4471,maniac,adj
4472,emergency,n
4473,services,
4474,workers,
4475,doctors,
4476,sens,
4477,engenderment,
4478,professions,
4479,tacky,adj
4480,killers,
4481,uncommon,adj
4482,allowing,
4483,polygonal,adj
4484,fade,vi
4485,irrelevance,n
4486,criminal,n
4487,notch,n
4488,stiff,adj
4489,n,
4490,pixilation,
4491,breath,n
4492,sized,adj
4493,seemingly,adv
4494,roles,
4495,juvenile,adj
4496,wiht,
4497,apocalypic,
4498,esque,
4499,lass,n
4500,fascinating,adj
4501,divorced,ç¦»å__
4502,extreme,adj
4503,rt,
4504,tall,adj
4505,squint,v
4506,resolution,n
4507,exception,n
4508,unexpected,adj
4509,matchymatchy,
4510,passes,
4511,silhouette,n
4512,admittedly,adv
4513,adapt,vt
4514,abundant,adj
4515,difficulties,
4516,app,
4517,welldefined,
4518,identifying,
4519,apparel,n
4520,pinks,
4521,note,n
4522,thematic,adj
4523,ways,
4524,transform,vt
4525,root,n
4526,leans,
4527,shadinglighting,
4528,renderings,
4529,drap,
4530,pep,n
4531,orientation,n
4532,inclusive,
4533,array,n
4534,forgot,vbl
4535,aeon,n
4536,flux,n
4537,wowing,
4538,checking,
4539,static,adj
4540,grays,
4541,blacks,
4542,saturated,adj
4543,simplify,vt
4544,developed,
4545,standards,
4546,firemans,
4547,box,n
4548,katanas,
4549,knowledge,n
4550,untouchable,n
4551,diversity,n
4552,scavenged,
4553,heros,
4554,waiflike,
4555,ill,adj
4556,proportionally,
4557,meaner,
4558,depend,vi
4559,splashes,
4560,irrelevant,adj
4561,alikes,
4562,pardon,vt
4563,collective,adj
4564,grouping,n
4565,theyve,
4566,eapons,
4567,funnier,
4568,noramlized,
4569,surprised,adj
4570,structural,adj
4571,outer,adj
4572,shadings,
4573,mixes,
4574,endless,adj
4575,endure,v
4576,creating,
4577,include,vt
4578,preapocalyptic,
4579,answers,
4580,rougher,
4581,train,n
4582,tumble,n
4583,unsavory,adj
4584,playstyles,
4585,wildly,adv
4586,craneworker,
4587,schoolgirl,n
4588,newly,adv
4589,invented,
4590,awhile,adv
4591,dainty,n
4592,beating,v
4593,served,
4594,goodinteresting,
4595,louder,
4596,thrust,n
4597,tow,n
4598,distinguishes,
4599,pumped,
4600,badder,
4601,strongly,adv
4602,folks,
4603,causal,adj
4604,commonly,adv
4605,daily,adj
4606,font,n
4607,menus,
4608,page,n
4609,emphasizes,
4610,boxes,
4611,iconsimages,
4612,imagesicons,
4613,surrounds,
4614,fro,adv
4615,compete,vi
4616,panels,
4617,button,n
4618,menustyle,
4619,navigation,n
4620,zoom,n
4621,mez,
4622,brightest,
4623,sharpest,
4624,nintendos,
4625,borders,
4626,blurred,
4627,lately,adv
4628,happier,
4629,card,n
4630,aci,
4631,stock,n
4632,blends,
4633,becomes,
4634,waist,n
4635,wider,adj
4636,nebulous,adj
4637,backpack,v
4638,sidebar,n
4639,wantedthe,
4640,annoying,adj
4641,dots,
4642,application,n
4643,gothiclike,
4644,width,n
4645,circle,n
4646,browns,
4647,utilizing,
4648,spelled,
4649,tool,n
4650,tile,n
4651,control,n
4652,controls,
4653,cheery,adj
4654,brought,vbl
4655,uplifting,
4656,calming,
4657,navigate,vi
4658,legible,adj
4659,distracts,
4660,interfaces,
4661,tophome,
4662,dream,v
4663,appreciated,
4664,nicest,
4665,mystique,n
4666,shadowy,adj
4667,happiness,
4668,associates,
4669,colorfulness,
4670,favourite,adj
4671,sections,
4672,pinpoint,n
4673,brooding,
4674,thicker,
4675,heaviness,n
4676,frame,n
4677,loved,
4678,suggests,
4679,screenshot,
4680,includes,
4681,row,n
4682,thise,
4683,dota,
4684,redder,adj
4685,graphicswords,
4686,buttons,
4687,adolescences,
4688,allowed,
4689,colorthe,
4690,awesomeperfect,
4691,embolden,vt
4692,correspond,vi
4693,unicolor,adj
4694,scenic,adj
4695,bottommost,adj
4696,inventory,n
4697,investment,n
4698,muddy,adj
4699,detriment,n
4700,schene,
4701,hazy,adj
4702,meim,
4703,modernso,
4704,thereof,adv
4705,unremarkable,
4706,beats,
4707,fortresses,
4708,penetrate,vt
4709,gargantuan,adj
4710,dimensions,
4711,helipad,n
4712,avengers,
4713,mechanical,adj
4714,anticipate,vt
4715,brawn,n
4716,aircraft,n
4717,carrier,n
4718,stilts,
4719,industrial,adj
4720,robots,
4721,robot,n
4722,dissembled,
4723,tracks,
4724,system,n
4725,fetch,vt
4726,defensible,adj
4727,countless,adj
4728,deploy,v
4729,sites,
4730,slender,adj
4731,limber,adj
4732,wheels,
4733,movements,
4734,tracked,
4735,interestedc,
4736,hides,
4737,hospital,n
4738,buildingd,
4739,poorb,
4740,shake,v
4741,bigness,n
4742,itimidating,
4743,separately,adv
4744,accordingly,adv
4745,configuration,n
4746,sepia,n
4747,gi,"[__ Gibraltar,_´å_ç½__;n"
4748,joe,
4749,jawa,
4750,sturdy,adj
4751,toppled,
4752,broader,
4753,climb,v
4754,dominant,adj
4755,r,
4756,eliminating,
4757,decided,adj
4758,block,n
4759,intricate,adj
4760,expanse,n
4761,stable,adj
4762,pyramid,n
4763,attached,a
4764,interior,adj
4765,installations,
4766,tremendous,adj
4767,unbelievable,adj
4768,dyou,
4769,featuresc,
4770,spaceship,n
4771,designa,
4772,crafted,
4773,slick,adj
4774,greatb,
4775,flexible,adj
4776,baron,n
4777,alienish,
4778,modernfuturistic,
4779,revolving,v
4780,fantasycastle,
4781,fantasylike,
4782,operating,
4783,battlefield,n
4784,ghettovillage,
4785,concentration,n
4786,clearance,n
4787,reduces,
4788,visibility,n
4789,reddish,adj
4790,advanced,adj
4791,aerodynamic,adj
4792,comparable,adj
4793,mars,n
4794,rover,n
4795,moveable,n
4796,ravished,
4797,travels,
4798,sitting,n
4799,deck,n
4800,onis,
4801,ship,n
4802,movable,adj
4803,beach,n
4804,default,n
4805,hellscape,
4806,reddishorange,
4807,greener,n
4808,craters,
4809,pollution,n
4810,habitating,
4811,eagerness,n
4812,repeatedly,adv
4813,desolate,adj
4814,clunky,
4815,conqueringconquest,
4816,crater,n
4817,egyptian,adj
4818,hues,
4819,rejuvenating,
4820,answered,
4821,treated,
4822,royalty,n
4823,teaches,
4824,trained,
4825,grew,vbl
4826,privileged,adj
4827,families,
4828,disliked,
4829,privilege,n
4830,concepts,
4831,dude,n
4832,wizards,
4833,alchemysteampunk,
4834,supercool,v
4835,definite,adj
4836,jack,
4837,sparrow,n
4838,proud,adj
4839,roll,adj
4840,suspect,n
4841,rings,
4842,gandolf,
4843,impressed,
4844,portraits,
4845,royal,adj
4846,valiant,adj
4847,flag,n
4848,nation,n
4849,homelands,
4850,adventurer,n
4851,gaining,
4852,classes,
4853,misses,
4854,mark,n
4855,loving,adj
4856,subjects,
4857,gladly,adv
4858,guide,n
4859,nonplayer,
4860,oppressive,adj
4861,regime,n
4862,technologically,adv
4863,minded,adj
4864,contraptions,
4865,swift,n
4866,cunning,adj
4867,cleopatralike,
4868,proficient,n
4869,reign,vi
4870,humble,adj
4871,wozards,
4872,mission,n
4873,fame,n
4874,respectable,adj
4875,bandit,n
4876,mage,n
4877,engineer,n
4878,summoner,n
4879,dominating,adj
4880,achieving,
4881,steam,n
4882,ginger,n
4883,synth,
4884,electronic,adj
4885,johnny,n
4886,depp,
4887,petlooking,
4888,cartoonlooking,
4889,persian,n
4890,preciouslooking,
4891,sexylooking,
4892,childlike,adj
4893,beginnings,
4894,fellowship,n
4895,meeting,n
4896,charachters,
4897,captain,n
4898,echelon,n
4899,meetthe,
4900,whoch,
4901,jewels,
4902,caricatures,
4903,pirates,
4904,detective,n
4905,solve,vt
4906,theories,
4907,puzzles,
4908,angular,adj
4909,earlier,adj
4910,caribbean,n
4911,militaristic,adj
4912,pretentious,adj
