,Gender Identity,Income Range,Racial Or Ethnic Identity,Education Level,Age Range,Favorite Mobile Gaming Genres,Mobile Gaming Frequency,Explanation
1623,Male,$61-100k,White,Associate Degree,55-64,Action; Adventure; Arcade; Strategy; Sports,,"The 1st chosen depict what is to be engaged from Humans, a better representation of fierce fighting preparedness"
1624,Male,$0-30k,White,High School,35-44,Action; Adventure; Arcade; Strategy; Sports,,I really like the art style of options A and B with Option A being my favorite. Option C also looks pretty cool but for some reason it reminds me of a character from the video game fortnite. I really like the character stance and demeanor of option A the best as they look like they are ready to go to battle as the others look a bit more relaxed. However I do wonder what the circular object that both option B and C are holding as the character in option A isnt holding it. Very cool art design though for all three character models.
1625,Male,$0-30k,White,High School,21-24,Action; Adventure; Arcade; Puzzle; Card,,"I like option A because she feels very rugged and realistic. Cartoon zombies aren't as scary as realistic ones, so I think it's important for the protagonist to match that feel. B is a cool art style, but I feel like it's missing something. A feels too much like a Disney character and zombies + Disney is gimmicky."
1626,Male,$31-60k,White,High School,25-34,Strategy; Arcade; Adventure; Action,,"My rankings are in order of how realistic the characters look given to l the scenario explained. I also considered sex appeal and felt it best if the primary choice was less sexy or playful. My A ranking image looks like a hardened survivor, whereas choice b and c get more playful and less serious."
1627,Male,$101k+,White,Graduate Degree,35-44,Trivia; Puzzle; Arcade; Adventure; Action,,"I prefer realism in zombie games for some reason. A looks the most realistic, then B, and C looks like a cartoon, not very mature."
1628,Male,$31-60k,Asian,Bachelor's Degree,25-34,Adventure; Puzzle; Action; Arcade; Sports,,"For such a serious topic, Option A felt the most realistic looking. Option C felt too cartoonish and didn't match the serious tone of the struggle against the zombies. Option B would be my second choice because it still keeps a realistic look and only has a slightly cartoonish vibe to it. Also, with Option A, the weapon is the most visible, helping to emphasize the action role of the character."
1629,Female,$31-60k,White,Graduate Degree,55-64,Action; Adventure; Arcade; Card; Trivia,,I definitely chose A as the first choice because you would need to be fierce.  I chose C as last because that person looks like they do not have a clue.
1630,Female,$31-60k,White,Bachelor's Degree,25-34,Role Playing; Word; Adventure; Arcade; Action,,"B appeals to me firstly, because although she looks timid she is holding a powerful weapon and what appears to be food. It gives me the idea that she worked hard to obtain that food. A comes in next for me. She looks stern and powerful, like she is ready to go out and kick butt. C looks funky to me. The character looks mousy and oddly animated. She looks like a villain in a vampire cartoon or something similar from Pixar."
1631,Male,$31-60k,Black,High School,25-34,Simulation; Strategy; Arcade; Adventure; Action,,"Option A lookes, rugged, determined, and like she has been through a lot to get to where she is. Option B also looks battle hardened but less so.  Option C looks way to happy to be in a zombie apocalypse."
1632,Female,$0-30k,White,Bachelor's Degree,21-24,Action; Adventure; Arcade; Casino; Strategy,,"I chose Optio. A first because I like how rugged her clothes are, and how she is fully covered because clothing kind of serves as a protective barrier (sometimes just symbolically) against things going on around you. I think she looks worn down enough to be believable while still looking very pretty. I chose Option C last because I think she looks too much like a princess-y style cartoon. I don't like how shes wearing short shorts and standing in kind of a provocative way, and I dont understand the significance of her holding the apple"
1633,Male,$31-60k,White,High School,35-44,Strategy; Action; Adventure; Arcade; Puzzle,,Option A looks more dark and gritty. I think that fits the theme of a zombie apocalypse the best. The character looks like she has been through some tough times and is more sympathetic.
1634,Female,$101k+,White,Graduate Degree,35-44,Arcade; Action; Adventure; Puzzle; Music,,Option C is more cartoony and has a fun art style.  Option A looks more rugged.  Option B__ skirt shows too much leg.
1635,Male,$31-60k,Asian,Bachelor's Degree,45-54,Simulation; Role Playing; Arcade; Adventure; Action,,Option A looks the most realistic to me in the situation described. I ranked them from most realistic to most cartoonish. Option C shows the character smiling which is not in line with the description.
1636,Male,$31-60k,White,Bachelor's Degree,21-24,Action; Adventure; Arcade; Racing; Role Playing,,Option A looks like someone who would be able to fight off zombies without a problem. They look ready for battle and have the necessary equipment to survive. Option B is next because she looks determined but the bow is not in a ready position and not as prepared to fight. C is final because the character looks more fun and caring rather than determined to fight zombies.
1637,Male,$0-30k,White,Bachelor's Degree,25-34,Action; Adventure; Arcade; Puzzle; Strategy,,"Option A looks the more rugged and realistic, showing that the humans are struggling. Option B shows that slightly while option C is too happy and looks like they are eating an apple which would be hard to find in a zombie infested world."
1638,Male,$0-30k,Asian,Bachelor's Degree,35-44,Simulation; Adventure; Arcade; Role Playing; Action,,B looks like she's struggling the most and having a hard time. A looks sad and a little dirty but not as much as B. C looks too much like she's enjoying herself though the art style is nice.
1639,Male,$31-60k,White,Bachelor's Degree,45-54,Simulation; Role Playing; Arcade; Adventure; Action,,"Option A is the most realistic depiction I would expect from a zombie apocalypse type game. She looks weathered and I just love the crossbow. Option B is good too, just a tad too cartoonish. Option C, the character is way too happy for the scenario."
1640,Male,$0-30k,White,Bachelor's Degree,25-34,Action; Adventure; Arcade; Board; Sports,,Option A firs well with the given description. This image is powerful and intense.
1641,Female,$101k+,White,Associate Degree,25-34,Action; Adventure; Arcade,,"Option A - because she has a fierce look about her, her expression, the way she is holding her weapon. The other girls look like they could get eaten by a zombie at any minute"
1642,Male,$61-100k,White,Bachelor's Degree,35-44,Action; Trivia; Card; Casino; Sports,,I don't think it's super original but I do like the mushrooms and the little sea creatures. It kind of gives me a star craft vibe of building for war looks interesting and fun
1643,Male,$61-100k,White,Bachelor's Degree,45-54,Family; Puzzle; Action; Role Playing; Strategy,,"The colors are richer than I would have expected, the unclear gameplay detracts some. It is certainly a game but I am unsure how it is meant to be played."
1644,Male,$0-30k,White,High School,25-34,Action; Adventure; Puzzle; Word; Music,,"I find the overall concept very appealing, I like the can of soda in the water, as well as the details in the lily pads and grass. I like the appearance of the insects and the mushrooms. It all looks very appealing to me and it makes me very interested."
1645,Male,$31-60k,White,High School,25-34,Action; Adventure; Strategy; Puzzle; Sports,,I do really like the overall aesthetic of the game. I find that having sort of city builder in a bug realm would be very interesting. The type of gameplay I would be looking forward to is upgrading my base and the potential battles.
1646,Male,$0-30k,White,High School,25-34,Adventure; Arcade; Role Playing; Strategy; Simulation,,The UI seems very clean and spacious.
1647,Male,$0-30k,Hispanic,Less than High School Diploma,25-34,Action; Adventure; Arcade; Role Playing; Simulation,,I love the way it looks it almost feels like a real landscape its very detailed and i love the random trash everywhere it adds a ton of character to the design.
1648,Male,$31-60k,White,Bachelor's Degree,35-44,Casino; Puzzle; Trivia,,I like that it is tiled and I would assume objects are restricted to moving a certain amount of tiles. I think that adds to the strategy of the game and makes it interesting. I don't really understand if the main goal is building or to attack others in this game. There are elements of both and its hard to see what the gameplay is like just based on this image. I like the mushrooms being used as buildings.
1649,Male,$31-60k,White,Graduate Degree,35-44,Role Playing; Simulation; Strategy; Arcade; Adventure,,"The mushroom characters seems to be very much attractive and has good looking coca cola cans , everything in the picture seems to be realistic"
1650,Male,$61-100k,White,Graduate Degree,35-44,Action; Adventure; Arcade; Role Playing; Strategy,,"I like the concept because I think it would be attractive to play as insect like bees and ants trying to forage for food in a human park or city. I find the gold, metal and wood icons to be very useful in directing attention to the resources one can find in this game. I look forward to being able to walk on land rather than water in this game."
1651,Male,$101k+,White,High School,25-34,Strategy; Action; Adventure; Role Playing; Puzzle,,I find this very attractive to look at. I like the environment and the vibe it gives off. The serene feeling of being around water and plant life is what I'm getting and I like the mushrooms to. I don't like the Coke product placement though.
1652,Male,$0-30k,White,High School,25-34,Card; Strategy; Puzzle; Word; Sports,,"I think the setting is visually attractive. The prominence of the light blue, green, and red colors are eye-catching but also relaxing. In terms of the elements of the gameplay I'm expecting, I can tell it's a game where you collect materials and build and level up different structures, with the option of microtransactions to speed up your progress. I personally find games like these ubiquitous and too similar to one another -- they ultimately become too much of a grind, so I wouldn't choose to play this game myself."
1653,Male,$61-100k,White,Graduate Degree,35-44,Adventure; Strategy; Role Playing,,"It's hard to tell, but this looks like the gameplay would be a standard strategy/war gather resources and build a kingdom type or game.  the art style is nice and cute, but if the gameplay isn't interesting then than doesn't matter to me."
1654,Male,$61-100k,Hispanic,Bachelor's Degree,25-34,Strategy; Sports; Action; Role Playing; Racing,,"I personally dont find the setting to be very attractive. However, I love the detail that is used. I like that you have good 3D imagery with excellent detail to them. So for me the concept was not good, but the execution of it was outstanding."
1655,Male,$31-60k,White,High School,25-34,Action; Casino; Arcade; Trivia,,"Everything looks fine, I like the idea of a strategy game set in a pond, using frogs as soldiers. I am really thrown off by the blatant advertising of a coke can on the shorline."
1656,Male,$31-60k,White,Bachelor's Degree,35-44,Action; Adventure; Casino; Music; Sports,,This is very engaging to me because of the high level of detail and the bright and bold colors and overall design.  I would look forward to a very challenging game that would test my skills on several levels.
1657,Male,$101k+,White,Bachelor's Degree,35-44,Puzzle; Sports; Strategy,,"I'm not really a fan of the swamp theme because I find the bugs and murky water pretty disgusting in real life.  I also don't like that there is garbage in the water, unless the them is to clean up the swamp."
1658,Male,$31-60k,Black,Associate Degree,25-34,Music; Family; Casino; Board,,I like the color of the plot and the settings
1659,Male,$31-60k,White,Bachelor's Degree,25-34,Sports; Strategy; Arcade; Adventure; Action,,i think the gameplay design looks attractive because the 3d looks realistic and pleasant
1660,Male,$31-60k,White,Bachelor's Degree,45-54,Card; Board; Racing; Puzzle; Adventure,,A great story concept will make a good gameplay structure. Story and gameplay are both vital for having a great game. Video games are fun because they transport us to a new realities. That will satisfy our needs of achievements and recognition. This Video will keep us interested.
1661,Male,$101k+,White,Bachelor's Degree,35-44,Action; Adventure; Puzzle; Role Playing; Strategy,,I think this is very attractive. It reminds me of the smurfs cartoons.  I like the floating coke can that gives size reference.  THat is a nice touch.
1662,Male,$31-60k,White,High School,35-44,Simulation; Puzzle; Card; Board; Adventure,,I like the graphics but would like to see different structures other than just the same type of mushroom
1663,Male,$61-100k,White,Graduate Degree,35-44,Trivia; Puzzle; Educational; Board; Action,,I particularly like the bright colors on it I think the picture itself is very inviting the bright colors make use of the darker colors that produce negative space though
1664,Male,$61-100k,White,Bachelor's Degree,35-44,Strategy; Puzzle; Adventure,,I think it looks great and is very detailed. I like the water and items in it as well as th coke can floating.
1665,Male,$61-100k,Other,Bachelor's Degree,25-34,Adventure,,"The picture is somewhat attractive, but not overly. The game feels a little outdated to me and i would not be all that excited to play. I would be more interested in a role playing game instead of one where i am just overseeing what happens."
1666,Male,$31-60k,White,High School,35-44,Action; Adventure; Role Playing; Simulation; Strategy,,"looks very nice and has a fantastic pseudo realism that I like , it looks like a leaf can be used as  a raft and maybe trash can be salvaged ad used. if that is correct those are fun mechanics I feel s exploration is a big draw for me to games (explore to find items to build things, etc)"
1667,Male,$31-60k,White,High School,25-34,Action; Adventure; Arcade; Racing; Simulation,,I find this to be incredibly attractive. I love the water surrounding the game area. I love the design of the red mushrooms. It looks very fun to play.
1668,Male,$61-100k,Hispanic,Graduate Degree,45-54,Arcade; Sports; Card; Puzzle,,The game appears to be about insects of some kind.  I think the overall style is visually appealing.  Just not sure what the gameplay will like.  It seems like the game could be a little slow speed and not my type of game.  Hard to tell without a description of the gameplay.
1669,Male,$31-60k,White,Bachelor's Degree,25-34,Casino; Adventure; Strategy,,The color scheme is bright and aesthetic while the shadowing is just enough to provide a good range of depth on one image
1670,Male,$0-30k,White,Bachelor's Degree,25-34,Trivia; Strategy,,"I think it looks a little better than average for a game like this.  The quality is actually good, but the style is kind of generic"
1671,Male,$0-30k,White,Bachelor's Degree,25-34,Sports,,I think that the concept shown in the picture is pretty attractive and seems like it would make for a fun little build and resource collecting/managing game. I like the idea of building up a little colony for different bugs to live in. It is something different in that regard since it is not human centric. I like the look of the game a lot and how colorful it it. I like how the water looks and the cans in it to make it really feel like you are a bug. The UI of the game seems pretty solid as well. I like the different bug types and think that would be fun.
1672,Male,$101k+,White,Graduate Degree,25-34,Card; Role Playing; Strategy; Sports; Casino,,"I like the concept that is presented in the image. It's very clear to me this is a type of game where you collect resources and fight off enemies. I like the touches of realism shown in the pond/swamp, and I like the extras included like the cup and can of pop in the bottom corners of the screen. I don't immediately jump at playing these types of games, but the concept provided here would make me interested in trying it out."
1673,Male,$61-100k,White,Bachelor's Degree,35-44,Word; Puzzle; Strategy; Adventure; Action,,"it is fine, i think some of the smaller details stand out too much, they almost look too well done compared to the gaming board you play off of, the contrast is too much, but i like the mushrooms and bug idea,"
1674,Male,$61-100k,White,Graduate Degree,35-44,Adventure; Puzzle; Racing; Role Playing; Simulation,,"I think that this is a great 3D design.  The game board is not too cluttered, and there are not too many side icons. The fonts are not too small on the top."
1675,Male,$61-100k,Asian,Graduate Degree,25-34,Action; Adventure; Arcade; Racing; Sports,,This looks like the type of mobile game that I would like to play.  I just hope there are no ads.
1676,Male,$101k+,White,Bachelor's Degree,35-44,Simulation; Action; Family; Strategy; Racing,,I don't think this is a game I would want to play.  I'm confused on where to even begin based on the screen shot provided.
1677,Male,$31-60k,White,Bachelor's Degree,35-44,Adventure; Puzzle; Card; Action; Strategy,,The game looks interesting except for the upgrade with 3d timer on it.  I've played these games before and they set really long timers and let you skip them for money.  For that I'd rather play a good game.  I assume its a city/civilization building game?  Looks like you can fight with others judging by the sword icon.
1678,Male,$31-60k,White,Graduate Degree,35-44,Strategy; Action; Adventure; Arcade; Role Playing,,"I like the design! The bright green grass and red mushrooms are fun and caught my eye. It looks like some sort of strategy game, which I always find fun and intriguing. Very cool for sure!"
1679,Male,$61-100k,White,Bachelor's Degree,45-54,Music; Strategy; Word,,"It is Ok, but nothing grand. Gaming has veered toward such lifelike imagery that this almost looks nostalgic. That said, I am not following the product placement of the Coke can. That seems borderline bizarre. I do like the greenery -- that adds a hint of vivid color."
1680,Male,$31-60k,White,Bachelor's Degree,25-34,Board; Simulation; Strategy; Puzzle; Role Playing,,"I like it a lot. I love that art style because it is not super serious or realistic, I prefer it that way"
1681,Male,$61-100k,White,Bachelor's Degree,25-34,Adventure; Action,,"I really like the colors and design of the game. The Coke can and other trash is a nice touch, but kind of depressing. I'm also concerned about licensing, since that's so clearly a Coke can."
1682,Male,$101k+,White,Bachelor's Degree,35-44,Action; Strategy; Simulation,,"I think the game potentially could be interesting, it seems fun to be on a pond and get to build up your land/house with bugs and other nature being in the way. I would have to see how the game progresses with challenges, depending on the obstacles I could see the game getting boring at times. Or on the opposite end it may be so chaotic you never have a chance to relax."
1683,Male,$0-30k,White,Bachelor's Degree,25-34,Action; Adventure; Arcade; Strategy; Word,,"I don't really like that there is a floating Coca-Cola can, but I think that game looks like a fun strategy game that it would not take too long to learn"
1684,Male,$31-60k,White,High School,35-44,Casino; Adventure; Arcade; Action; Role Playing,,"I like the overall theme of the backyard look, reminds me of honey I shrunk the kids, plus the bugs and shroom homes look fun to build, I would be interested in trying this out.  Only thing that I don't like is that it looks like it has some sort of pay function with VIP."
1685,Male,$31-60k,White,Bachelor's Degree,35-44,Role Playing; Simulation; Strategy; Sports; Action,,"I think the mushrooms and lily pads are interesting. However, I am not a big fan of bugs, so that turns me off a little. The coca cola can is a great touch though. Not sure the object of the game, it appearing you may build things."
1686,Male,$101k+,White,Bachelor's Degree,35-44,Action; Sports; Adventure; Strategy; Role Playing,,"I do not like anything about this concept. Firstly, I think the grass textures look abysmal and are not helped by trying to identify tiles perhaps via the edges. I do not understand the random junk in the water even though I get that the concept is probably something to do with bug and animal life where trash in the water would be realistic. This is a game however and that choice is just bizarre. I also think the interface is too busy with too many icons - I can't tell if there is some RTTS resource gathering, crafting, or something else going on and it's also hard to tell whether or not these bugs are units, NPCs, or enemies. I assume there is some kind of base-building and that is what I would look most forward to overall."
1687,Male,$101k+,White,Graduate Degree,35-44,Puzzle; Board; Card; Strategy; Trivia,,I think the rendering is definitely attractive. The nature elements in the image are beautifully rendered. I'm interested to know what the mushroom houses(?) are for and why there is a Coke can in the lower right hand corner.
1688,Male,$0-30k,White,Bachelor's Degree,35-44,Action; Adventure; Strategy; Role Playing; Simulation,,I love how sharp the image is. I like the coke can and the mushrooms. The building area looks great as well.
1689,Male,$61-100k,White,Bachelor's Degree,35-44,Action; Word,,I like it - the graphics look good and it's an interesting concept.  Seems to be some tile-moving game/world-building game.  It's worth a look at in my opinion.
1690,Male,$101k+,Asian,Graduate Degree,45-54,Action; Arcade; Casino; Racing; Simulation,,It looks somewhat intriguing and it looks like a good mix of realism and cartoons
1691,Male,$0-30k,White,Bachelor's Degree,35-44,Action; Board; Card; Racing; Puzzle,,"I like the graphics and I think the colors are very vibrant and beautiful, so I would give it a 4."
1692,Male,$61-100k,Other,Bachelor's Degree,25-34,Adventure,,"I most prefer the construction man because the guy is really relatable looking, and the doctor because she is attractive and has cool weapons."
1693,Male,$0-30k,White,High School,25-34,Action; Adventure; Puzzle; Word; Music,,"1, I find the construction worker to be a very unique and interesting character, not something I usually see in games, this makes me very interested.2, I find the character looks interesting with the vest and the radio, and is slightly attractive with the vest and vivid hair."
1694,Male,$61-100k,White,Bachelor's Degree,35-44,Arcade; Casino; Puzzle; Sports; Word,,"The two women look the most dangerous, bad ass, and attractive."
1695,Male,$31-60k,White,Bachelor's Degree,25-34,Sports; Strategy; Arcade; Adventure; Action,,i like these two characters because of their futuristic yet realistic looks to them
1696,Male,$61-100k,White,Graduate Degree,35-44,Action; Adventure; Arcade; Role Playing; Strategy,,"I like the shovel wielding blue woman wearing the scientific coat the most because she looks very smart and powerful. I also like the smaller cat lady wielding the two samurai swords because she looks very dynamic, quick and agile, and I like the cute cat character near her feet a lot too."
1697,Male,$0-30k,Hispanic,Less than High School Diploma,25-34,Action; Adventure; Arcade; Role Playing; Simulation,,1 is good because i love swordsman characters best as they are very fun to play. 2 is also good because the sniper looks like shes rough and accurate and ready to camp and shoot all day.
1698,Male,$31-60k,White,Bachelor's Degree,45-54,Puzzle; Action; Adventure; Strategy; Music,,"Being a big guy myself, we need a character to represent us."
1699,Male,$31-60k,White,Bachelor's Degree,35-44,Sports; Role Playing; Arcade; Adventure; Action,,"Both characters are unique, and have a natural personality to them. They are both colorful, and look visually detailed. I think they would be more memorable types of characters."
1700,Male,$61-100k,White,Vocational Training,25-34,Action; Adventure; Role Playing; Simulation,,All of these characters remind me of players on Team Fortreess Classic. I do like the Spec Ops girl with the yellow vest.
1701,Male,$61-100k,Asian,Bachelor's Degree,21-24,Card; Strategy; Simulation; Adventure; Action,,"I would prefer these 2 characters because they look the coolest and most appealing. I think the weapon choice is really unique in where there are dual swords and a doctor has a shovel. It's funny but also very cool at the same time, these charcters would appeal to me the most."
1702,Male,$101k+,White,Graduate Degree,35-44,Arcade; Casino; Card; Trivia; Role Playing,,Il ike the medical person using unconventional weapons and the traditional warrior
1703,Male,$101k+,White,Bachelor's Degree,35-44,Racing; Arcade; Board; Adventure; Action,,I love the designs and got both characters have a very innocent but also sinister quality about them. It makes them believable.
1704,Male,$101k+,White,High School,35-44,Simulation; Strategy; Puzzle,,"The woman with the rifle looks like a sniper-type character, and I generally like ranged combat for strategy games.  The doctor might have some unique capabilities, and if she perished during game play we could just chalk it up to COVID."
1705,Male,$0-30k,White,Associate Degree,25-34,Simulation; Role Playing; Word; Adventure; Action,,I think they have very cool aesthetics
1706,Male,$31-60k,White,Bachelor's Degree,35-44,Action; Adventure; Casino; Music; Sports,,I like these two characters the most for such a game concept because the are strong and tough and ready for action whenever needed plus I like their weapons and costumes since they are the most engaging.
1707,Male,$101k+,White,High School,25-34,Strategy; Action; Adventure; Role Playing; Puzzle,,The two characters in the middle I find to be pretty boring and uninspired. The characters on the far left and right look fun.
1708,Male,$31-60k,White,Bachelor's Degree,35-44,Casino; Puzzle; Trivia,,I like both the nurse and the construction guy because I feel them being dressed as their job gives them more of a backstory and you can see what they were doing before everything started to happen. I don't mind the katana girl or the other woman with the gun but they seem too generic and don't seem to have a story behind them.
1709,Male,$61-100k,White,Bachelor's Degree,35-44,Action; Trivia; Card; Casino; Sports,,I like the little girl with swords. I think her cat is really neat. I also like the construction worker guy he has a really cool weapon
1710,Male,$61-100k,Hispanic,Bachelor's Degree,25-34,Strategy; Sports; Action; Role Playing; Racing,,The reason why I picked these two characters is because of their weapons of choice. I think that they will come handy during any survival battles they have.
1711,Male,$0-30k,White,High School,35-44,Action; Adventure; Arcade; Role Playing; Puzzle,,"I tend to like big, slow burly characters so the construction guy with a crane hook looks like an interesting person to play as. The doctor with the spiked shovel makes me wonder about her backstory, which is worth a second click,. I do also wonder about the school girl with the swords and cat, but she feels really out of place."
1712,Male,$101k+,White,Bachelor's Degree,35-44,Puzzle; Sports; Strategy,,"I like these two because they seem like they are just regular people, a doctor and construction worker, who picked up whatever was closest to them to use as a weapon when they saw zombies.  I like that they look like unlikely heroes."
1713,Male,$61-100k,White,Graduate Degree,35-44,Adventure; Strategy; Role Playing,,"The ninja kitten girl doesn't fit for me, and the other two are pretty plain.  The doctor is interesting though."
1714,Male,$31-60k,White,Bachelor's Degree,45-54,Card; Board; Racing; Puzzle; Adventure,,"I choose two vital character , which are most important who risks their lives to protect peoples lives. So that , I prefer to choose those two optimistic characters. And they were well designed with outfits and accessories."
1715,Male,$31-60k,White,High School,25-34,Action; Casino; Arcade; Trivia,,"I am not a fan of the construction worker, he looks so boring to use, I think I would die if I tried to kill a zombie with a hook. I think that the faces of these characters all kind of look the same, these are not high quality characters."
1716,Male,$61-100k,Hispanic,Graduate Degree,45-54,Arcade; Sports; Card; Puzzle,,Of the four I would pick these two.  The 1st one reminds me of the main character from the movie Sucker Punch.  Looks like a younger girl so it's a character that you don't normally associate with violence.  Interested in see more about this character.  My 2nd choice is just the more interesting of the remaining three characters.  Just would want to see how that character moves and is used in the game.
1717,Male,$31-60k,White,High School,35-44,Simulation; Puzzle; Card; Board; Adventure,,They have the best weapons and look the most prepared to fight and survive
1718,Male,$101k+,White,Bachelor's Degree,35-44,Action; Adventure; Puzzle; Role Playing; Strategy,,My favorites are the construction worker and the nurse.  I like them because their jobs are  very relatable and you don't think of them as really being fighters.  I think it would be fun to play with them because you wouldn't expect it.
1719,Male,$61-100k,White,Graduate Degree,35-44,Trivia; Puzzle; Educational; Board; Action,,Go big or go small I think they're also the best drawn and look like they have the coolest sidekick and or weapon
1720,Male,$101k+,White,Bachelor's Degree,35-44,Casino; Trivia; Word; Action; Arcade,,"with all 4 charachtes, I can see them in their previous self.  The friendly and strong construction worker, the pretty dr who's tryin to get through"
1721,Male,$61-100k,White,Bachelor's Degree,35-44,Word; Puzzle; Strategy; Adventure; Action,,"i like the swords girl, she looks cool also the gun girls looks badass"
1722,Male,$31-60k,White,Bachelor's Degree,25-34,Casino; Adventure; Strategy,,Melee combat in zombie games is always the most fun and these characters give the best interpretation of who'd I'd like to see in a game like this
1723,Male,$101k+,White,Bachelor's Degree,35-44,Simulation; Action; Family; Strategy; Racing,,"I really only liked the one character that I clicked.  As a male, I don't identify with any of the other characters."
1724,Male,$31-60k,White,High School,25-34,Action; Adventure; Arcade; Racing; Simulation,,I love these characters because they look amazing and seem like they would both be fun while providing me an advantage in the game.
1725,Male,$0-30k,White,Bachelor's Degree,25-34,Trivia; Strategy,,"I like playing as underdog characters, and think that these two would be fun to play as.  The character design is cool and I really like the cat sidekick"
1726,Male,$61-100k,White,Graduate Degree,35-44,Adventure; Puzzle; Racing; Role Playing; Simulation,,Character 1 is the only person with a gun - that would be useful against Zombies.  Option 4 has a shovel and looks ready for action.
1727,Male,$61-100k,White,Bachelor's Degree,35-44,Casino; Adventure; Racing; Sports; Word,,"These are the 2 figures that stand out to me the most, but I would probably not buy these figures because I am not much of a figure collector."
1728,Male,$0-30k,White,Bachelor's Degree,35-44,Action; Adventure; Strategy; Role Playing; Simulation,,I like the construction worker. I feel like he looks normal and not weird like the others.
1729,Male,$61-100k,Asian,Graduate Degree,25-34,Action; Adventure; Arcade; Racing; Sports,,I clicked on the two characters that I would like to play as in the mobile game.  I liked the school girl with the two swords and the nurse with the shovel.
1730,Male,$0-30k,White,Bachelor's Degree,25-34,Sports,,There are the two characters I liked the best because they felt the most grounded and real to be while both being able to have a skill set that would make them really useful in a post-apocalyptic survival/zombie-themed strategy war game. I like the red headed cop because she looks really cool and badass. Her being a cop would give her some training and skill for this situation. I also like the massive gun that she has. The other character would be good to have around as a healer and caretaker since they are a doctor. I also like the modified shovel that she has as well.
1731,Male,$31-60k,White,Graduate Degree,35-44,Strategy; Action; Adventure; Arcade; Role Playing,,"The orange color scheme of my top choice is bright and attractive, and caught my eye. The blue color of my second choice is also nice, and the shovel she holds caught my eye. Overall it's a nice set of designs for sure!"
1732,Male,$31-60k,White,Bachelor's Degree,35-44,Adventure; Puzzle; Card; Action; Strategy,,This character at least is mostly covered up and protected from zombie bites.  Also she has a gun and a lot of equipment which I think would be more useful than a shovel or a sword.  You don't want to get too close to zombies.  The others look to silly.
1733,Male,$61-100k,White,Bachelor's Degree,45-54,Music; Strategy; Word,,I find these female characters to be most compelling. I love that one is flanked by a black cat. And the other looks like a doomsday nurse!
1734,Male,$61-100k,White,Graduate Degree,35-44,Action; Arcade; Word,,I thought these two characters were more down to earth and every day people who had to evolve to survive.
1735,Male,$61-100k,White,Bachelor's Degree,25-34,Adventure; Action,,"The two characters I chose have the most effective weapons, but I'm not a fan of the art style"
1736,Male,$101k+,White,Bachelor's Degree,35-44,Action; Strategy; Simulation,,"The big construction guy looks like he could be a lot of fun to play as, I imagine he has some cool moves. The woman with the gun also looks interesting, depending on the zombies I could see her being very useful."
1737,Male,$31-60k,White,Bachelor's Degree,25-34,Board; Simulation; Strategy; Puzzle; Role Playing,,I like how exaggerated the size of the first guy is and I think the swords the second girl has are really cool
1738,Male,$0-30k,White,Bachelor's Degree,25-34,Action; Adventure; Arcade; Strategy; Word,,"I think the girl can snipe people from a very long distance, and I think that the big tank kind of guy could draw people into combat"
1739,Male,$31-60k,White,High School,35-44,Casino; Adventure; Arcade; Action; Role Playing,,"Out of these, the construction guy would be my pick, hes the most relatable to me, the others are far distant second."
1740,Male,$31-60k,White,Bachelor's Degree,35-44,Role Playing; Simulation; Strategy; Sports; Action,,I think the construction worker would be interesting due to his size and weapon choice. It is unique. The policewoman looks like  good choice because of her effective weapon.
1741,Male,$101k+,White,Graduate Degree,35-44,Puzzle; Board; Card; Strategy; Trivia,,"I'm interested the most in the construction worker - what his background is, how he fights and uses his weapons."
1742,Male,$61-100k,Other,Bachelor's Degree,25-34,Adventure,,"The character with the dogs seems interesting, however i am not really a fan of these characters all too much. All of them just seem a little too random and unrelatable."
1743,Male,$61-100k,White,Bachelor's Degree,35-44,Arcade; Casino; Puzzle; Sports; Word,,1 looks very strong and tuff.  2 looks like a badass and has a very cool weapon to kill with.
1744,Male,$0-30k,White,High School,25-34,Action; Adventure; Puzzle; Word; Music,,"1, I am really interested in the fireman character, as it's very unusual in a game, and makes it more unique and interesting to me, the details in the clothing and faces looks high quality.2, I find the young character to be an interesting twist to a character, not something often seen in games."
1745,Male,$31-60k,White,Bachelor's Degree,25-34,Sports; Strategy; Arcade; Adventure; Action,,i like these two characters because they have an art style that is pleasing and not seen before
1746,Male,$0-30k,Hispanic,Less than High School Diploma,25-34,Action; Adventure; Arcade; Role Playing; Simulation,,I like 1 because its tough and looks like its been through a million zombies and ready for a million more. 2 is good because the dogs look poised and ready for war.
1747,Male,$61-100k,White,Graduate Degree,35-44,Action; Adventure; Arcade; Role Playing; Strategy,,I like the firefighter character the most because this character looks the strongest out of all the characters shown here. I also like the destroyer chainsaw wielding man in this character design image because he looks rather tough and more exciting and the line work and colors look impressive on this character.
1748,Male,$31-60k,White,Bachelor's Degree,45-54,Puzzle; Action; Adventure; Strategy; Music,,"A fighting fireman, sounds like a winner."
1749,Male,$61-100k,White,Vocational Training,25-34,Action; Adventure; Role Playing; Simulation,,I really like my first click. A girl with a skateboard and a bat with nails is pretty cool. The guy with the chainsaw reminds me of someone from a batman movie or American Psycho
